"","gainer","loser","year","pop","month","gaintype","procedur","entity","contgain","area","portion","losetype","contlose","entry","exit","number","indep","conflict","version","agreement","nonviolentagreement","year2","arbadj2","cap_1","cap_2","majpow1","majpow2","contig","colcont","colony1","colony2","cwongo","cwongonm","cwinit","cwinitnm","cwdynm","cwhost1","cwhost2","cwkeynum","cwrevis1","cwrevis2","cwrevt11","cwrevt21","cwrevt12","cwrevt22","cwfatal1","cwfatex1","cwfatal2","cwfatex2","cwhiact1","cwhiact2","cwoutcm","cwsettle","ter","claim","dyadnum","name","begclaim","resolved","endviol","homec","homet","offshore","contc","contt","entirecl","resource","stratloc","idenc","ident","histc","histt","dyad","panel","window5","window10","window20","outstanding.claim5","outstanding.claim10","outstanding.claim20"
"157096",651,325,1925,NA,12,1,3,620,1,1,0,0,0,0,0,549,0,0,4.01,1,1,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651325,2907,1,1,1,0,0,0
"157204",651,530,1879,325000,12,1,1,530,1,468000,0,1,1,0,0,248,0,1,4.01,0,0,79,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651530,2909,0,0,0,0,0,0
"157300",651,625,2000,5000,1,1,1,625,1,20580,0,1,1,0,0,880,0,0,4.01,0,0,0,0,0.00237,0.009175,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651625,2911,0,0,0,0,0,0
"157339",651,652,1958,29300000,2,1,5,652,0,1187338,1,1,0,0,0,683,0,0,4.01,0,0,58,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651652,2914,0,0,0,0,0,0
"157349",651,666,1949,405000,2,1,1,666,1,258,0,1,1,0,0,639,0,1,4.01,0,0,49,1,0.001288,0.005636,0,0,1,6,0,0,0,0,0,0,0,4,4,3386,0,1,0,NA,1,NA,NA,NA,NA,NA,17,17,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651666,2917,1,1,1,0,0,0
"157374",651,666,1974,1000,1,1,3,651,1,1000,0,1,1,0,0,790,0,0,4.01,1,1,74,1,0.003228,0.008952,0,0,1,6,0,0,1,3380,0,0,0,4,2,1061,1,0,2,NA,0,NA,NA,NA,0,0,16,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651666,2917,1,1,1,0,0,0
"157375",651,666,1975,2000,11,1,3,651,1,20000,0,1,1,0,0,799,0,0,4.01,1,1,75,1,0.003157,0.008705,0,0,1,6,0,0,1,3380,0,0,0,4,4,3380,0,1,0,NA,1,NA,1,NA,NA,NA,17,17,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651666,2917,1,1,1,0,0,0
"157379",651,666,1979,2000,5,1,3,651,1,20000,0,1,1,0,0,817,0,0,4.01,1,1,79,1,0.003092,0.007611,0,0,1,6,0,0,0,0,1,3383,338301,3,1,3383,0,1,0,NA,1,NA,0,0,0,0,7,0,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651666,2917,1,1,1,0,0,0
"157389",651,666,1989,0,3,1,3,666,1,1,0,1,1,0,0,834,0,0,4.01,1,1,89,1,0.003031,0.008448,0,0,1,6,0,0,0,0,0,0,0,1,4,3915,0,1,0,NA,2,NA,0,0,0,0,0,16,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651666,2917,0,0,0,0,0,0
"157997",652,666,1976,NA,6,1,3,652,1,780,0,1,1,0,0,808,0,0,4.01,1,1,76,0,0.003184,0.002786,0,0,1,6,0,0,1,3439,0,0,0,4,4,3439,0,1,0,NA,1,NA,0,0,0,0,16,16,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652666,2929,1,1,1,0,0,0
"158948",663,666,1949,400000,7,1,1,666,1,5607,0,1,1,0,0,640,0,1,4.01,0,0,49,0,0.001288,0.00028,0,0,1,6,0,0,0,0,0,0,0,4,4,3229,0,1,0,NA,1,NA,1,NA,1,NA,16,17,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663666,2950,1,1,1,0,0,0
"158994",663,666,1995,0,2,1,3,666,1,340,0,1,1,0,0,867,0,0,4.01,1,1,95,0,0.003969,0.001271,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663666,2950,0,0,0,0,0,0
"159021",663,670,1965,750,8,1,3,670,1,750,0,1,1,0,0,740,0,0,4.01,1,1,65,0,0.001651,0.000716,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663670,2951,0,0,0,0,0,0
"159417",666,651,1967,418800,6,1,1,651,1,53242,0,1,1,0,0,748,0,1,4.01,0,0,67,0,0.006484,0.001557,0,0,1,6,0,0,0,0,0,0,0,5,5,1480,1,0,1,NA,0,NA,6,NA,6,NA,20,20,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666651,2959,1,1,1,0,0,0
"159470",666,652,1967,60000,6,1,1,652,1,1710,0,1,1,0,0,749,0,1,4.01,0,0,67,0,0.0014,0.001557,0,0,1,6,0,0,1,1035,1,3446,344601,5,5,1035,1,0,1,NA,0,NA,6,NA,6,NA,20,20,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666652,2960,1,1,1,0,0,0
"159476",666,652,1973,15000,10,1,1,652,1,780,0,1,1,0,0,785,0,1,4.01,0,0,73,0,0.001809,0.003271,0,0,1,6,0,0,1,1046,1,3437,343701,5,5,1046,1,0,1,NA,0,NA,6,NA,6,NA,20,20,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666652,2960,1,1,1,0,0,0
"159580",666,663,1967,674500,6,1,1,663,1,5878,0,1,1,0,0,750,0,1,4.01,0,0,67,0,0.000736,0.001557,0,0,1,6,0,0,0,0,0,0,0,5,5,1035,1,0,1,NA,0,NA,6,NA,6,NA,20,20,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666663,2962,1,1,1,0,0,0
"160072",670,640,1913,NA,NA,1,1,673,1,107120,1,1,1,0,0,451,0,0,4.01,0,0,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670640,2972,0,0,0,0,0,0
"160116",670,645,1975,2000,7,1,3,645,1,3500,0,1,1,0,0,800,0,0,4.01,1,1,75,0,0.003702,0.004563,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670645,2973,0,0,1,0,0,0
"160163",670,663,1965,750,8,1,3,663,1,750,0,1,1,0,0,741,0,0,4.01,1,1,65,0,0.000716,0.001651,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670663,2974,0,0,0,0,0,0
"160208",670,678,1934,50,6,1,3,678,1,1,0,1,1,0,0,567,0,1,4.01,1,0,34,0,0.000893,0.000534,0,0,1,6,0,0,1,1129,0,0,0,5,5,1129,1,1,1,NA,1,NA,6,NA,6,NA,20,20,8,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670678,2975,0,0,0,0,0,0
"160310",670,690,1969,2080,12,1,3,690,1,2850,0,1,1,0,0,761,0,0,4.01,1,1,69,0,0.001314,0.002658,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670690,2978,0,0,0,0,0,0
"160916",678,680,1972,1000,NA,1,2,680,1,182,0,1,0,0,0,778,0,0,4.01,0,0,72,0,0.000315,0.000397,0,0,1,6,0,0,1,1107,0,0,0,4,4,1107,0,0,0,NA,0,NA,NA,NA,NA,NA,16,16,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678680,2992,0,1,1,0,0,0
"161103",679,670,2004,NA,7,1,3,670,1,40000,0,1,1,0,0,884,0,1,4.01,1,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,679670,3000,0,0,0,0,0,0
"161106",679,698,1992,0,10,1,3,698,1,1875,0,1,1,0,0,858,0,0,4.01,1,1,92,0,0.000797,0.00131,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,679698,3001,0,0,0,0,0,0
"161584",690,645,1993,0,5,1,3,645,1,NA,0,1,1,0,0,864,0,0,4.01,1,1,93,0,0.006072,0.00123,0,0,1,6,0,0,1,3568,0,0,0,4,4,3568,1,1,1,4,1,2,0,0,1,NA,17,17,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690645,3017,1,1,1,0,0,0
"161602",690,670,1969,2080,12,1,3,670,1,2850,0,1,1,0,0,762,0,0,4.01,1,1,69,0,0.002658,0.001314,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690670,3018,0,0,0,0,0,0
"162470",696,696,1971,154656,12,1,5,696,1,90410,0,1,1,NA,0,770,0,0,4.01,0,0,71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696696,3046,0,0,0,0,0,0
"162471",696,696,1972,24482,2,1,5,696,1,1690,0,1,NA,0,0,779,0,0,4.01,0,0,72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696696,3046,0,0,0,0,0,0
"162598",698,200,1967,85,NA,1,3,698,1,73,0,0,0,0,0,752,0,0,4.01,1,1,67,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698200,3051,0,0,0,0,0,0
"162765",698,679,1992,0,10,1,3,679,1,1250,0,1,1,0,0,859,0,0,4.01,1,1,92,0,0.00131,0.000797,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698679,3056,0,0,0,0,0,0
"166337",710,200,1930,154416,10,1,3,710,1,738,0,0,0,0,0,559,0,0,4.01,1,1,30,0,0.078414,0.125885,1,0,6,1,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710200,3162,0,0,1,0,0,0
"166404",710,200,1997,6700000,7,1,3,720,1,1084,1,0,0,0,0,871,0,0,4.01,1,1,97,0,0.023646,0.142013,1,1,6,1,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710200,3162,0,0,0,0,0,0
"167015",710,235,1999,447000,12,1,3,721,1,21.45,1,0,0,0,0,878,0,0,4.01,1,1,99,0,0.002258,0.150672,0,1,6,1,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710235,3173,0,0,0,0,0,0
"168162",710,365,1881,NA,2,1,3,365,1,42900,0,1,1,0,0,260,0,0,4.01,1,1,81,0,0.101409,0.159898,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877,2,"Ili Valley & Lake Zaysan",1878,4,0,1,1,0,1,1,0,0,1,1,1,0,1,710365,3200,0,1,1,1,1,1
"168186",710,365,1905,5530000,8,1,3,711,1,939280,1,1,1,0,0,413,0,1,4.01,1,0,5,0,0.163142,0.110161,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710365,3200,1,1,1,0,0,0
"168277",710,365,1996,0,4,1,3,365,1,18,0,1,1,0,0,868,0,0,4.01,1,1,96,0,0.056931,0.139115,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710365,3200,0,0,0,0,0,0
"168289",710,365,2008,0,10,1,3,365,1,174,0,1,1,0,0,887,0,0,4.01,1,1,8,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710365,3200,0,0,0,0,0,0
"172064",710,705,1998,NA,7,1,3,705,1,470,0,1,1,0,0,872,0,0,4.01,1,1,98,0,0.002535,0.147196,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710705,3289,0,0,0,0,0,0
"172168",710,713,1955,300,2,1,3,713,1,1,0,1,1,0,0,667,0,1,4.01,1,0,55,0,0.006592,0.091344,0,1,2,6,0,0,1,50,0,0,0,4,4,50,1,1,1,NA,1,NA,2,NA,2,NA,16,17,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710713,3291,1,1,1,0,0,0
"172387",710,740,1922,192000,2,1,3,710,1,552,0,1,0,0,0,541,0,0,4.01,1,1,22,0,0.040867,0.136364,1,0,6,1,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710740,3295,1,1,1,0,0,0
"172410",710,740,1945,6084000,9,1,3,713,1,35763,1,0,1,0,0,601,0,1,4.01,1,0,45,0,0.052876,0.093496,1,0,6,6,0,0,1,258,0,0,0,5,5,258,1,0,1,NA,0,NA,6,NA,6,NA,20,20,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710740,3295,1,1,1,0,0,0
"172681",710,775,1961,0,10,1,3,775,1,161,0,1,1,0,0,716,0,0,4.01,1,1,61,0,0.002601,0.104944,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710775,3300,0,1,1,0,0,0
"175622",740,2,1953,NA,12,1,3,741,1,1000,0,0,0,0,0,655,0,0,4.01,1,1,53,0,0.311158,0.030228,1,0,6,3,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7402,3370,0,0,0,0,0,0
"175637",740,2,1968,NA,6,1,3,NA,0,100,0,0,0,0,0,756,0,0,4.01,1,1,68,0,0.203926,0.049222,1,0,6,3,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7402,3370,0,0,0,0,0,0
"175641",740,2,1972,934176,5,1,3,741,1,848,1,0,0,0,0,780,0,0,4.01,1,1,72,0,0.163286,0.053388,1,0,6,5,980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7402,3370,0,0,0,0,0,0
"178069",740,255,1914,168900,11,0,3,710,0,518,0,0,0,0,0,456,0,1,4.01,1,0,14,0,0.158204,0.031597,1,1,6,5,9820,0,0,0,0,0,0,5,5,257,0,0,0,NA,0,NA,6,NA,4,NA,20,20,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740255,3417,1,1,1,0,0,0
"178075",740,255,1920,70500,12,0,6,980,0,2476,1,0,0,0,0,522,0,0,4.01,0,0,20,0,0.072021,0.040832,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740255,3417,0,0,0,0,0,0
"178926",740,365,1875,72,12,1,3,365,1,4973,0,1,1,0,0,226,0,0,4.01,1,1,75,0,0.09965,0.022255,1,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740365,3441,0,0,1,0,0,0
"178956",740,365,1905,405680,9,0,3,710,0,3253,0,0,1,0,0,414,0,0,4.01,1,1,5,0,0.163142,0.048524,1,1,3,1,0,730,1,180,0,0,0,5,5,180,1,0,1,NA,0,NA,6,NA,6,NA,20,20,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740365,3441,0,0,1,0,0,0
"179001",740,365,1956,NA,10,1,3,365,1,500,0,1,1,0,0,676,0,0,4.01,1,1,56,0,0.170197,0.031482,1,0,2,6,0,0,1,2847,0,0,0,4,1,2847,1,0,2,NA,0,NA,0,0,0,0,15,0,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740365,3441,1,1,1,0,0,0
"181141",740,710,1895,2781272,4,1,1,713,1,35763,1,1,1,0,0,354,0,0,4.01,0,0,95,0,0.1522,0.031203,0,1,4,4,0,713,1,1490,0,0,0,5,5,1490,0,1,0,NA,3,NA,6,NA,6,NA,20,20,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740710,3529,1,1,1,0,0,0
"181178",740,710,1932,32900000,1,1,1,711,0,1304292,1,1,1,0,0,562,0,1,4.01,0,0,32,0,0.125507,0.048889,0,1,6,4,0,713,1,129,0,0,0,5,5,129,0,1,0,NA,1,NA,6,NA,6,NA,20,20,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740710,3529,1,1,1,0,0,0
"181179",740,710,1933,2963027,5,1,1,710,0,173960,0,1,1,0,0,564,0,1,4.01,0,0,33,0,0.122585,0.049185,0,1,6,4,0,713,1,129,0,0,0,5,5,129,0,1,0,NA,1,NA,6,NA,6,NA,20,20,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740710,3529,1,1,1,0,0,0
"181183",740,710,1937,NA,7,1,1,710,0,1500000,0,1,1,0,0,572,0,1,4.01,0,0,37,0,0.117241,0.053411,0,1,6,4,0,713,0,0,0,0,0,5,5,157,0,1,0,NA,1,NA,6,NA,6,NA,21,21,9,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740710,3529,1,1,1,0,0,0
"182142",750,220,1950,44786,12,1,3,751,1,10,0,0,0,0,0,648,0,0,4.01,1,1,50,0,0.033222,0.049562,1,0,6,1,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750220,3569,0,0,0,0,0,0
"182146",750,220,1954,323000,11,1,3,751,1,503,1,0,0,0,0,660,0,0,4.01,1,1,54,0,0.032968,0.046495,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750220,3569,0,0,0,0,0,0
"182201",750,235,1961,649660,12,1,1,752,1,4193,1,0,0,0,0,717,0,1,4.01,0,0,61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750235,3570,0,0,0,0,0,0
"182395",750,761,1950,137158,12,1,3,761,1,7298,1,1,NA,0,0,649,0,0,4.01,1,1,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750761,3576,0,0,0,0,0,0
"182398",750,770,1949,2700000,1,1,1,7507,1,139860,0,1,1,0,0,643,0,1,4.01,0,0,49,0,0.011359,0.05141,0,0,1,6,0,0,1,1238,1,2625,262501,5,5,1238,1,0,1,NA,0,NA,6,NA,6,NA,20,20,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750770,3577,1,1,1,0,0,0
"182407",750,770,1958,NA,9,1,3,770,1,1,0,1,1,0,0,684,0,0,4.01,1,1,58,0,0.010195,0.046342,0,0,1,6,0,0,0,0,1,2628,262801,4,4,2628,1,0,1,NA,0,NA,1,NA,1,NA,17,17,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750770,3577,1,1,1,0,0,0
"182417",750,770,1968,NA,2,1,3,770,1,7000,0,1,1,0,0,757,0,0,4.01,1,1,68,0,0.011205,0.050446,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924,1,"Rann of Kutch",1948,3,1,1,1,0,1,1,0,0,1,1,1,0,1,750770,3577,1,1,1,1,1,1
"182420",750,770,1971,5000000,12,1,1,770,1,13361,0,1,1,0,0,774,0,1,4.01,0,0,71,0,0.008584,0.053079,0,0,1,6,0,0,0,0,1,1447,144701,5,5,1447,0,1,0,NA,3,NA,6,NA,6,NA,20,20,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750770,3577,1,1,1,0,0,0
"182421",750,770,1972,NA,7,1,3,750,1,179,0,1,1,0,0,781,0,0,4.01,1,1,72,0,0.008068,0.054188,0,0,1,6,0,0,0,0,1,2638,263801,4,4,2638,1,0,1,NA,0,NA,2,NA,2,NA,17,17,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750770,3577,0,1,1,0,0,0
"182821",760,750,1949,19920,8,1,3,750,1,83,0,1,1,0,0,644,0,0,4.01,1,1,49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,760750,3589,0,0,0,0,0,0
"183176",770,698,1958,8146,9,1,3,698,1,1,0,0,0,0,0,686,0,0,4.01,1,1,58,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770698,3596,0,0,0,0,0,0
"183249",770,710,1963,9136,3,1,3,710,1,1942,0,1,1,0,0,730,0,0,4.01,1,1,63,0,0.107103,0.010742,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770710,3598,0,0,0,0,0,0
