"","loser","year","month","gaintype","procedur","entity","contgain","area","pop","portion","losetype","contlose","entry","exit","number","indep","conflict","version","agreement","v21","nonviolentagreement","year2","arbadj2","cap_1","cap_2","majpow1","majpow2","contig","colcont","colony1","colony2","cwongo","cwongonm","cwinit","cwinitnm","cwdynm","cwhost1","cwhost2","cwkeynum","cwrevis1","cwrevis2","cwrevt11","cwrevt21","cwrevt12","cwrevt22","cwfatal1","cwfatex1","cwfatal2","cwfatex2","cwhiact1","cwhiact2","cwoutcm","cwsettle","polity21","polity22","ter","panel","lead1","lagtc1","window5","window10","window20","dyad","rivnumb","rivalry","rivala","rivalb","beginr","endr","totdisp","rivtyp2","rivtypold","rivals"
"539",2,1971,4,0,3,93,1,6,2116,0,0,0,0,0,765,0,0,4.01,1,NA,1,71,0,0.168882,0.000263,1,0,6,5,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,NA,0,372,0,NA,0,0,0,"932",25,2093,2,93,"1982","1988",3,"RIVALRY","PROTO",1
"542",2,1978,4,1,3,96,1,1676,41800,1,0,0,0,0,812,0,0,4.01,1,NA,1,78,0,0.138162,0.000279,1,0,6,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,NA,0,393,0,NA,0,0,0,"952",26,2095,2,95,"1921","1921",1,"ISOLATED","ISOLATED",1
"545",95,1903,11,0,3,96,0,1678,21650,1,1,1,0,0,400,0,0,4.01,1,NA,1,3,0,5.2e-05,0.2105,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,10,0,28,0,NA,0,0,1,"295",26,2095,2,95,"1921","1921",1,"ISOLATED","ISOLATED",0
"548",990,1899,12,0,3,991,0,195,4000,0,1,1,0,0,378,0,0,4.01,1,NA,1,99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,0,NA,0,0,0,"2990",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"549",2292,1846,11,1,2,2292,1,1158,141202,1,1,NA,0,0,98,0,0,4.01,0,NA,0,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1509,NA,NA,0,0,0,"3002292",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"550",300,1859,11,1,3,300,1,21595,3009505,0,1,1,0,0,137,0,1,4.01,1,NA,0,59,0,0.082245,0.014791,1,0,1,6,0,0,0,0,1,115,11501,5,5,115,0,1,0,NA,1,NA,6,NA,6,NA,20,20,2,1,NA,NA,1,1626,0,NA,0,0,0,"325300",772,300325,300,325,"1821","1821",1,"ISOLATED","ISOLATED",0
"553",300,1866,7,1,3,300,1,25145,2458989,0,1,1,0,0,176,0,1,4.01,1,NA,0,66,0,0.057255,0.050007,1,1,1,6,0,0,0,0,0,0,0,5,5,261,0,0,0,NA,0,NA,6,NA,2,NA,20,20,2,2,NA,NA,NA,1626,0,NA,0,0,0,"325300",772,300325,300,325,"1821","1821",1,"ISOLATED","ISOLATED",0
"556",390,1864,6,1,3,390,0,8534,544419,0,1,0,0,0,165,0,1,4.01,1,NA,0,64,0,0.003096,0.03972,0,1,6,6,0,0,1,194,0,0,0,5,5,194,0,0,0,NA,0,NA,6,NA,4,NA,20,20,1,2,2,NA,NA,1498,0,NA,0,0,0,"300390",789,300390,300,390,"1863","1864",1,"ISOLATED","ISOLATED",0
"557",640,1878,7,1,6,3462,1,20280,349970,1,1,1,0,0,236,0,0,4.01,0,NA,0,78,0,0.026685,0.045859,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1503,0,NA,0,0,0,"300640",790,300640,300,640,"1853","1853",1,"ISOLATED","ISOLATED",0
"559",305,1921,12,1,3,305,1,225,39525,0,1,1,0,0,531,0,0,4.01,1,0,1,21,0,0.006564,0.004681,0,0,1,6,0,0,0,0,0,0,0,4,4,1233,0,1,0,NA,1,NA,NA,NA,NA,NA,17,17,3,1,8,NA,1,1533,NA,NA,0,0,0,"310305",798,305310,305,310,"1960","1960",1,"ISOLATED","ISOLATED",1
"561",305,1919,9,1,3,305,1,18941,1178786,0,1,1,0,0,490,0,1,4.01,1,NA,0,19,0,0.00656,0.04499,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,0,1627,0,NA,0,0,0,"325305",801,305325,305,325,"1960","1960",1,"ISOLATED","ISOLATED",1
"563",305,1919,9,1,3,300,1,53636,1931802,0,1,1,0,0,492,0,1,4.01,1,NA,0,19,0,0.00656,0.005787,0,0,1,6,0,0,0,0,0,0,0,4,4,3599,0,1,0,NA,1,NA,NA,NA,NA,NA,17,14,6,1,4,NA,1,1774,0,NA,0,0,0,"345305",802,305345,305,345,"1919","1922",2,"ISOLATED","ISOLATED",1
"565",345,1920,10,1,3,345,1,5055,392431,0,1,1,0,0,505,0,0,4.01,1,0,1,20,0,0.005956,0.005645,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,8,0,1523,0,NA,0,0,0,"305345",802,305345,305,345,"1919","1922",2,"ISOLATED","ISOLATED",1
"567",315,1939,3,1,1,315,1,11094,522124,0,1,1,0,0,579,0,0,4.01,0,NA,0,39,0,0.012164,0.004284,0,0,1,6,0,0,0,0,0,0,0,1,4,3364,0,1,0,NA,1,NA,NA,NA,NA,NA,0,14,1,2,0,NA,1,1534,0,317,0,0,0,"310315",805,310315,310,315,"1919","1919",1,"ISOLATED","ISOLATED",1
"570",310,1945,4,1,3,315,1,22922,1000000,0,1,1,NA,0,594,0,1,4.01,1,NA,0,45,0,0.003606,0.006865,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,10,0,1554,0,NA,0,0,0,"315310",805,310315,310,315,"1919","1919",1,"ISOLATED","ISOLATED",0
"573",310,1947,2,1,3,310,1,1,NA,0,1,1,0,0,614,0,1,4.01,1,NA,0,47,0,0.003702,0.012044,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1554,0,NA,0,0,0,"315310",805,310315,310,315,"1919","1919",1,"ISOLATED","ISOLATED",1
"576",310,1920,6,1,3,310,1,53320,2940374,0,1,1,0,0,507,0,1,4.01,1,NA,0,20,0,0.003983,0.010699,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,0,1554,0,NA,0,0,1,"315310",805,310315,310,315,"1919","1919",1,"ISOLATED","ISOLATED",1
"579",315,1938,11,1,3,317,1,11826,1027450,0,1,1,0,0,576,0,0,4.01,1,NA,1,38,0,0.013048,0.004694,0,0,1,6,0,0,0,0,0,0,0,4,4,1246,0,1,0,NA,1,NA,NA,NA,NA,NA,17,17,1,1,7,NA,1,1534,1,NA,1,1,1,"310315",805,310315,310,315,"1919","1919",1,"ISOLATED","ISOLATED",1
"582",310,1920,6,1,3,310,1,71540,4095258,0,1,1,0,0,510,0,1,4.01,1,NA,0,20,0,0.003983,0.005956,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1775,0,NA,0,0,0,"345310",813,310345,310,345,"1991","2000",11,"RIVALRY","PROTO",1
"585",310,1920,6,1,3,310,1,108289,5200000,0,1,1,0,0,512,0,1,4.01,1,NA,0,20,0,0.003983,0.008185,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1867,0,NA,0,0,1,"360310",817,310360,310,360,"1971","1971",1,"ISOLATED","ISOLATED",1
"588",317,1945,4,1,2,317,1,38456,2450096,1,1,NA,NA,0,595,0,0,4.01,0,NA,0,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1555,NA,NA,0,0,0,"315317",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"589",315,1945,6,1,3,315,1,7000,NA,0,1,1,0,0,599,0,0,4.01,1,NA,1,45,0,0.006865,0.118207,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,NA,0,1940,0,NA,0,0,0,"365315",829,315365,315,365,"1968","1968",1,"ISOLATED","ISOLATED",0
"590",317,1997,6,1,3,317,1,4.52,31,0,1,1,0,0,869,0,0,4.01,1,NA,1,97,0,0.001779,0.003218,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,1568,0,NA,0,0,0,"316317",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"591",316,1997,6,1,3,316,1,4.52,120,0,1,1,0,0,870,0,0,4.01,1,NA,1,97,0,0.003218,0.001779,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,1579,0,NA,0,0,0,"317316",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"592",327,1870,10,1,5,327,1,11790,723161,1,1,NA,0,0,203,0,0,4.01,0,0,0,70,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1630,NA,NA,0,0,0,"325327",833,325327,325,327,"1860","1860",1,"ISOLATED","ISOLATED",0
"593",339,1939,4,1,1,339,1,28748,1003124,1,1,NA,0,0,581,0,1,4.01,0,NA,0,39,0,0.000298,0.02703,0,1,4,6,0,0,0,0,0,0,0,1,4,108,0,1,0,NA,1,NA,NA,NA,1,NA,0,14,2,2,0,NA,1,1636,NA,NA,0,0,0,"325339",837,325339,325,339,"1952","1957",3,"RIVALRY","PROTO",1
"595",325,1947,2,1,3,339,1,5,NA,0,1,1,0,0,615,0,1,4.01,1,NA,0,47,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1732,NA,NA,0,0,0,"339325",837,325339,325,339,"1952","1957",3,"RIVALRY","PROTO",1
"597",339,1914,10,1,1,339,1,5,NA,0,1,1,0,0,453,0,0,4.01,0,NA,0,14,0,0.000184,0.025677,0,1,4,6,0,0,0,0,0,0,0,1,4,394,0,1,0,NA,4,NA,NA,NA,NA,NA,0,14,1,2,NA,NA,NA,1636,NA,NA,1,1,1,"325339",837,325339,325,339,"1952","1957",3,"RIVALRY","PROTO",1
"599",345,1920,11,1,3,326,1,5271,404309,0,1,1,0,0,508,0,0,4.01,1,NA,1,20,0,0.005956,0.035323,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1637,0,NA,1,1,1,"325345",839,325345,325,345,"1992","2000",8,"RIVALRY","PROTO",1
"601",325,1947,2,1,3,325,1,3600,NA,0,1,1,0,0,616,0,1,4.01,1,NA,0,47,0,0.018208,0.00589,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,NA,0,1776,0,NA,0,1,1,"345325",839,325345,325,345,"1992","2000",8,"RIVALRY","PROTO",1
"603",325,1920,11,1,3,326,1,1,1000,0,1,1,0,0,509,0,0,4.01,1,NA,1,20,0,0.035323,0.005956,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1776,0,NA,1,1,1,"345325",839,325345,325,345,"1992","2000",8,"RIVALRY","PROTO",1
"605",325,1924,1,1,3,325,1,1,NA,0,1,1,0,0,546,0,0,4.01,1,NA,1,24,0,0.034937,0.007573,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1776,0,NA,0,0,1,"345325",839,325345,325,345,"1992","2000",8,"RIVALRY","PROTO",0
"607",345,1924,1,1,3,345,1,17,49806,0,1,1,0,0,544,0,0,4.01,1,NA,1,24,0,0.007573,0.034937,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1637,0,NA,0,0,1,"325345",839,325345,325,345,"1992","2000",8,"RIVALRY","PROTO",0
"609",325,1947,2,1,3,3353,1,2681,115343,0,1,0,0,0,617,0,1,4.01,1,NA,0,47,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1821,NA,NA,0,0,0,"350325",842,325350,325,350,"1923","1923",1,"ISOLATED","ISOLATED",1
"612",511,1889,8,0,1,520,0,259000,400000,0,1,0,0,0,322,0,1,4.01,0,NA,0,89,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1651,NA,NA,0,0,0,"325511",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"613",530,1936,5,0,1,530,0,906499,7000000,1,1,NA,0,0,571,0,1,4.01,0,NA,0,36,0,0.013747,0.039338,0,1,6,6,0,0,1,111,0,0,0,5,5,111,0,1,0,NA,1,NA,6,NA,6,NA,20,20,1,2,NA,NA,1,1652,1,NA,1,1,1,"325530",857,325530,325,530,"1923","1943",6,"RIVALRY","PROTO",0
"614",640,1912,5,0,1,3353,0,2681,100198,0,1,0,0,0,439,0,1,4.01,0,NA,0,12,0,0.015828,0.039262,0,1,4,2,0,3353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1657,0,NA,0,1,1,"325640",862,325640,325,640,"1825","1825",1,"ISOLATED","ISOLATED",0
"617",325,1925,12,1,3,620,1,1,NA,0,0,0,0,0,549,0,0,4.01,1,NA,1,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2885,0,NA,0,0,0,"651325",867,325651,325,651,"1940","1940",1,"ISOLATED","ISOLATED",0
"618",651,1925,12,0,3,651,0,400,NA,0,1,1,0,0,548,0,0,4.01,1,NA,1,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1659,0,NA,0,0,0,"325651",867,325651,325,651,"1940","1940",1,"ISOLATED","ISOLATED",0
"619",336,1847,10,1,2,336,1,1127,168198,1,1,NA,0,0,102,0,0,4.01,0,NA,0,47,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1718,NA,NA,0,0,0,"337336",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"620",350,1914,4,1,3,350,1,1,NA,0,1,1,0,0,454,0,0,4.01,1,NA,1,14,1,0.002213,0.000184,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,NA,0,1735,0,NA,0,0,0,"339350",886,339350,339,350,"1946","1949",3,"RIVALRY","PROTO",1
"622",355,1913,8,1,3,355,1,27625,1000000,0,1,1,0,0,442,0,1,4.01,1,NA,0,13,0,0.015734,0.001776,0,0,1,6,0,0,0,0,1,1251,125101,5,5,1251,0,1,0,NA,1,NA,6,NA,6,NA,20,20,2,2,NA,4,1,1782,1,NA,1,1,1,"345355",898,345355,345,355,"1971","1971",1,"ISOLATED","ISOLATED",0
"625",355,1919,11,1,3,355,1,2500,112500,0,1,1,0,0,491,0,1,4.01,1,NA,0,19,0,0.001273,0.005787,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1782,0,NA,0,0,0,"345355",898,345355,345,355,"1971","1971",1,"ISOLATED","ISOLATED",1
"628",640,1913,5,1,3,640,1,7020,NA,0,1,1,0,0,443,0,1,4.01,1,NA,0,13,0,0.017579,0.001776,0,0,1,6,0,0,1,1250,0,0,0,5,5,1250,0,1,0,NA,1,NA,6,NA,6,NA,20,20,1,2,NA,4,1,1785,NA,NA,0,0,0,"345640",920,345640,345,640,"1992","2000",10,"RIVALRY","PROTO",0
"630",640,1878,7,1,3,640,1,11097,222732,0,1,1,0,0,239,0,1,4.01,1,NA,0,78,0,0.026685,0.000771,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1785,0,NA,0,0,0,"345640",920,345640,345,640,"1992","2000",10,"RIVALRY","PROTO",0
"632",640,1880,11,1,3,640,1,520,NA,0,1,1,0,0,251,0,0,4.01,1,NA,1,80,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1804,NA,640,0,0,0,"348640",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"633",640,1913,5,1,3,640,1,5200,NA,0,1,1,0,0,444,0,1,4.01,1,NA,0,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1804,NA,640,0,0,0,"348640",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"634",640,1878,7,1,3,640,1,4610,100000,0,1,1,0,0,241,0,1,4.01,1,NA,0,78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1804,NA,NA,0,0,0,"348640",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"635",348,1880,11,1,3,348,1,1,200,0,1,1,0,0,253,0,0,4.01,1,NA,1,80,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2845,NA,NA,0,0,0,"640348",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"636",355,1913,8,1,3,355,1,19110,1703000,0,1,1,0,0,445,0,1,4.01,1,NA,0,13,0,0.015734,0.007342,0,0,1,6,0,0,0,0,0,0,0,5,5,1251,0,1,0,NA,1,NA,6,NA,6,NA,20,20,2,2,NA,10,1,1825,NA,NA,0,0,0,"350355",923,350355,350,355,"1913","1952",10,"RIVALRY","ENDURING",0
"637",355,1919,11,1,3,355,1,6400,320000,0,1,1,0,0,493,0,1,4.01,1,NA,0,19,0,0.001273,0.002784,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1825,0,NA,0,0,0,"350355",923,350355,350,355,"1913","1952",10,"RIVALRY","ENDURING",1
"638",350,1897,5,1,3,350,1,1,200,0,1,1,0,0,364,0,1,4.01,1,NA,0,97,0,0.002106,0.024258,0,0,1,6,0,0,1,1569,0,0,0,5,5,1569,1,0,1,NA,0,NA,5,NA,6,NA,20,20,2,1,10,NA,1,2846,0,NA,0,0,1,"640350",927,350640,350,640,"1829","1829",1,"ISOLATED","ISOLATED",0
"642",640,1881,7,1,3,640,1,13364,293000,0,1,1,0,0,258,0,0,4.01,1,NA,1,81,0,0.022399,0.004118,0,0,1,6,0,0,1,141,0,0,0,3,3,141,0,1,0,NA,2,NA,0,0,0,0,8,10,4,1,NA,10,NA,1827,1,NA,1,1,1,"350640",927,350640,350,640,"1829","1829",1,"ISOLATED","ISOLATED",1
"646",640,1913,12,1,3,640,1,3771,3000000,0,1,1,0,0,446,0,0,4.01,1,NA,1,13,0,0.017579,0.007342,0,0,1,6,0,0,1,1250,0,0,0,5,5,1250,0,1,0,NA,1,NA,6,NA,6,NA,20,20,1,2,NA,10,1,1827,1,NA,1,1,1,"350640",927,350640,350,640,"1829","1829",1,"ISOLATED","ISOLATED",0
"650",352,1974,8,1,1,352,1,3640,250000,0,1,1,0,0,789,0,1,4.01,0,NA,0,74,0,0.000146,0.008628,0,0,1,6,0,0,0,0,0,0,0,5,5,1293,0,1,0,NA,2,NA,5,NA,6,NA,20,20,1,2,10,9,NA,2847,0,NA,0,0,1,"640352",938,352640,352,640,"1965","2001",15,"RIVALRY","ENDURING",0
"651",355,1913,5,1,3,355,1,6959,286000,0,1,1,0,0,450,0,1,4.01,1,NA,0,13,0,0.015734,0.00534,0,0,1,6,0,0,0,0,0,0,0,5,5,1251,0,1,0,NA,1,NA,6,NA,6,NA,20,20,2,2,NA,NA,1,1871,0,NA,0,0,0,"360355",943,355360,355,360,"1913","1926",3,"RIVALRY","PROTO",0
"653",360,1940,6,1,3,360,1,7421,NA,0,1,1,0,0,584,0,0,4.01,1,NA,1,40,0,0.011827,0.002373,0,0,1,6,0,0,0,0,0,0,0,1,3,3858,0,1,0,NA,2,NA,0,0,0,0,0,11,4,1,NA,NA,NA,1847,0,NA,0,0,0,"355360",943,355360,355,360,"1913","1926",3,"RIVALRY","PROTO",1
"655",640,1913,5,1,3,640,1,68250,NA,0,1,1,0,0,449,0,1,4.01,1,NA,0,13,0,0.017579,0.015734,0,0,1,6,0,0,1,1250,0,0,0,5,5,1250,0,1,0,NA,1,NA,6,NA,6,NA,20,20,1,2,NA,NA,1,1849,0,NA,1,1,1,"355640",951,355640,355,640,"1986","1987",3,"RIVALRY","PROTO",0
"658",359,1998,8,1,3,359,1,1,0,0,1,1,0,0,873,0,0,4.01,1,NA,1,98,0,0.000483,0.0146,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,2136,0,NA,0,0,0,"369359",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"659",369,1998,8,1,3,369,1,1,0,0,1,1,0,0,874,0,0,4.01,1,NA,1,98,0,0.0146,0.000483,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,1858,0,NA,0,0,0,"359369",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"660",360,1878,7,1,3,360,1,9274,127000,0,1,1,0,0,245,0,0,4.01,1,NA,1,78,0,0.003899,0.130701,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1963,0,NA,0,0,0,"365360",960,360365,360,365,"1918","1919",2,"ISOLATED","ISOLATED",0
"663",365,1920,3,1,3,360,1,45632,2686600,0,1,1,0,0,511,0,1,4.01,1,NA,0,20,0,0.103201,0.008185,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1873,0,NA,0,0,1,"360365",960,360365,360,365,"1918","1919",2,"ISOLATED","ISOLATED",1
"666",360,1947,2,1,1,360,1,49987,3500000,0,1,1,0,0,618,0,1,4.01,0,NA,0,47,0,0.004871,0.145217,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1963,0,NA,0,0,0,"365360",960,360365,360,365,"1918","1919",2,"ISOLATED","ISOLATED",1
"669",640,1878,7,1,3,640,1,15372,357000,0,1,1,0,0,243,0,1,4.01,1,NA,0,78,0,0.026685,0.003899,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1875,0,NA,0,0,0,"360640",968,360640,360,640,"1914","1917",2,"ISOLATED","ISOLATED",0
"670",365,1999,3,1,3,365,1,30,0,0,1,1,0,0,876,0,0,4.01,1,NA,1,99,0,0.049467,0.000217,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,2099,0,NA,0,0,0,"366365",975,365366,365,366,"1992","1992",1,"ISOLATED","ISOLATED",1
"673",366,1999,3,1,3,366,1,30,0,0,1,1,0,0,875,0,0,4.01,1,NA,1,99,0,0.000217,0.049467,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,1964,0,NA,0,0,0,"365366",975,365366,365,366,"1992","1992",1,"ISOLATED","ISOLATED",1
"676",365,1939,10,1,3,290,1,6656,457500,0,1,1,0,0,582,0,0,4.01,1,NA,1,39,0,0.138136,0.000983,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,2123,NA,NA,0,1,1,"368365",979,365368,365,368,"1918","1920",1,"ISOLATED","ISOLATED",1
"679",369,1920,12,1,1,369,1,444595,NA,1,1,NA,0,0,516,0,1,4.01,0,NA,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,0,NA,0,1,1,"365369",982,365369,365,369,"1992","1996",5,"RIVALRY","PROTO",1
"680",371,1920,11,1,1,371,0,31057,1214391,1,1,NA,0,0,513,0,1,4.01,0,NA,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1969,0,NA,0,0,0,"365371",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"681",372,1920,2,1,1,372,1,66976,2372403,1,1,NA,0,0,515,0,1,4.01,0,NA,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,0,NA,1,1,1,"365372",983,365372,365,372,"1992","2001",8,"RIVALRY","PROTO",1
"682",373,1920,4,1,1,373,1,84984,2096973,1,1,NA,0,0,514,0,1,4.01,0,NA,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,0,NA,1,1,1,"365373",984,365373,365,373,"1993","1999",4,"RIVALRY","PROTO",1
"683",375,1947,2,1,3,375,1,44104,450000,0,1,1,0,0,619,0,1,4.01,1,NA,0,47,0,0.00175,0.145217,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,NA,0,1972,0,NA,0,0,0,"365375",985,365375,365,375,"1919","1920",1,"ISOLATED","ISOLATED",1
